nts_name	scale	edition	edition_note	province	sheet_name	east_west	utm_zone	style	year_valid	year_print	notes	multiple_sheets	copy	condition	Column 16
001F06	50.0	1.0		NS	Chedabucto Bay	w	20.0	p		1955.0
063C08	50.0	1.0			Magnolia Lake		14.0
063C09	50.0	2.0			Kircro Lake		14.0	p		1978.0
063C09	50.0	1 ase	Provisional  ;	MB	Kircro Lake		14.0	p	1962.0	1968.0				major folds ;
063C10	50.0	3.0			Pelican Rapids		14.0	p		1991.0
063C10	50.0	2 mce		MB	Pelican Rapids		14.0	p	1976.0	1978.0				major fold ;
063C10	50.0	1 mce	Provisional  ;	MB	Pelican Rapids		14.0	p	1962.0	1968.0				yellowing, deformation, major folds ;
063C11	50.0	3.0			Mafeking		14.0	p		1990.0
063C11	50.0	2 mce		MB	Mafeking		14.0	p	1976.0	1977.0				major fold, yellowing and deformation left border-map area ;
063C11	50.0	1 ase		MB	Mafeking	e	14.0	p	1959.0	1965.0
063C11	50.0	1 ase		MB	Mafeking	w	14.0	p	1959.0	1965.0
063C12	50.0	3 mce		SK/MB	Armit Lake		14.0	p	1976.0	1977.0				major fold ;
063C12	50.0	2 mce		SK/MB	Armit Lake	e	14.0	p	1962.0	1968.0
063C12	50.0	2 mce		SK 	Armit Lake	w	14.0	p	1962.0	1968.0
063C12	50.0	1.0	Preliminary ;	SK/MB	Armit Lake	e	14.0	p	1949.0	1954.0
063C12	50.0	1.0	Preliminary ;	SK	Armit Lake	w	14.0	p	1949.0	1954.0
063C13	50.0	4 mce	Overprint 1988 ;  	SK/MB	Roscoe		14.0	p		1988.0
063C13	50.0	3 mce		SK/MB	Roscoe		14.0	p	1976.0	1977.0
063C13	50.0	2 mce		SK/MB	Roscoe	e	14.0	p	1962.0	1968.0
063C13	50.0	2 mce		SK	Roscoe	w	14.0	p	1962.0	1968.0
063C13	50.0	1.0	Preliminary ;	SK/MB	Roscoe	e	14.0	p	1949.0	1951.0
063C13	50.0	1.0	Preliminary ;	SK	Roscoe	w	14.0	p	1949.0	1951.0				yellowing verso ;
063C14	50.0	4.0			Barrows		14.0	p		1988.0
063C14	50.0	3 mce		MB	Barrows		14.0	p	1976.0	1977.0				major fold, deformation bottom border ;
063C14	50.0	2 mce		MB	Barrows	e	14.0	p	1962.0	1968.0
063C14	50.0	2 mce		MB	Barrows	w	14.0	p	1962.0	1968.0
063C14	50.0	1.0	Preliminary ;	MB	Barrows	e	14.0	p	1949.0	1951.0
063C14	50.0	1.0	Preliminary ;	MB	Barrows	w	14.0	p	1949.0	1951.0
063C15	50.0	4.0			Dawson Bay		14.0	p		1990.0
063C15	50.0	3 mce		MB	Dawson Bay		14.0	p	1976.0	1977.0				major fold ;
063C15	50.0	2 mce	Provisional  ;	MB	Dawson Bay		14.0	p	1962.0	1968.0				major folds ;
063C15	50.0	1.0	Preliminary ;	MB	Nason Point	e	14.0	p	1948.0	1954.0	edited to Nason Point from Dawson Bay, per map in hand ;
063C15	50.0	1.0	Preliminary ;	MB	Nason Point	w	14.0	p	1948.0	1954.0	edited to Nason Point from Dawson Bay, per map in hand ;			lacuna bottom right corner ;
063C16	50.0	3.0			Pelican Bay		14.0	p		1978.0
063C16	50.0	2 mce	Provisional  ;	MB	Pelican Bay		14.0	p	1962.0	1968.0				major folds ;
063C16	50.0	1.0	Preliminary ;	MB	Pelican Bay	e	14.0	p	1947.0	1953.0				minor deformation, yellowing, and tears top border ;
063C16	50.0	1.0	Preliminary ;	MB	Pelican Bay	w	14.0	p	1947.0	1953.0
063D01	50.0	3 mce		SK	Swan Plain		13.0	p	1990.0	1993.0				stain top right corner, deformation left border ;
063D01	50.0	2 mce		SK	Swan Plain		13.0	p	1976.0	1978.0				yellowing and deformation left border-map area ;
063D01	50.0	1 ase		SK	Swan Plain	e	13.0	p	1959.0	1966.0
063D01	50.0	1 ase		SK	Swan Plain	w	13.0	p	1959.0	1966.0
063D02	50.0	3 mce		SK	Endeavour		13.0	p	1990.0	1993.0				tear and deformation left border ;
063D02	50.0	2 mce		SK	Endeavour		13.0	p	1976.0	1978.0				major fold ;
063D02	50.0	1 ase		SK	Endeavour	e	13.0	p	1959.0	1966.0
063D02	50.0	1 ase		SK	Endeavour	w	13.0	p	1959.0	1966.0
063D03	50.0	3 mce		SK	Lintlaw		13.0	p	1990.0	1992.0
063D03	50.0	2 mce		SK	Lintlaw		13.0	p	1976.0	1978.0				yellowing left and top edges ;
063D03	50.0	1 ase		SK	Lintlaw	e	13.0	p	1959.0	1966.0
063D03	50.0	1 ase		SK	Lintlaw	w	13.0	p	1959.0	1966.0
063D04	50.0	3.0			Kelvington		13.0	p		1993.0
063D04	50.0	2 mce		SK	Kelvington		13.0	p	1976.0	1978.0				major fold ;
063D04	50.0	1 ase		SK	Kelvington	e	13.0	p	1959.0	1966.0
063D04	50.0	1 ase		SK	Kelvington	w	13.0	p	1959.0	1966.0
063D05	50.0	3.0			Nut Lake		13.0	p		1993.0
063D05	50.0	2 mce		SK	Nut Lake		13.0	p	1976.0	1978.0				major fold ;
063D05	50.0	1 ase		SK	Nut Lake	e	13.0	p	1959.0	1966.0
063D05	50.0	1 ase		SK	Nut Lake	w	13.0	p	1959.0	1966.0
063D06	50.0	3.0			Klogei Lake		13.0	p		1993.0
063D06	50.0	2 mce		SK	Klogei Lake		13.0	p	1976.0	1978.0
063D06	50.0	1 ase		SK	Klogei Lake	e	13.0	p	1959.0	1966.0
063D06	50.0	1 ase		SK	Klogei Lake	w	13.0	p	1959.0	1966.0
063D07	50.0	3 mce		SK	Reserve		13.0	p	1990.0	1993.0
063D07	50.0	2 mce		SK	Reserve		13.0	p	1976.0	1978.0				major fold ;
063D07	50.0	1 ase	Provisional  ;	SK	Reserve		13.0	p	1959.0	1967.0				major folds ;
063D07	50.0		Advance print ;	SK	Tall Pines		13.0	m	 	1965.0	edited to Tall Pines from Reserve, per map in hand ;			major folds, tears  to periphery ;
063D08	50.0	2 mce		SK	McBride Lake		13.0	p	1976.0	1978.0				major fold ;
063D08	50.0	1 ase	Provisional  ;	SK	McBride Lake		13.0	p	1959.0	1967.0				major folds ;
063D09	50.0	 	Advance print ;	SK	Etomami		13.0	m		1965.0	edited to Etomami from Pepaw River, per map in hand ;			major fold, tears and brittleness, mending ;
063D09	50.0	3 mce		SK	Pepaw River		13.0	p	1990.0	1993.0
063D09	50.0	2 mce		SK	Pepaw River		13.0	p	1976.0	1978.0
063D09	50.0	1 ase	Provisional  ;	SK	Pepaw River		13.0	p	1959.0	1967.0				major folds ;
063D10	50.0	3 mce		SK	Weekes		13.0	p	1990.0	1993.0
063D10	50.0	2 mce		SK	Weekes		13.0	p	1976.0	1978.0				deformation top right corner ;
063D10	50.0	1 ase	Provisional  ;	SK	Weekes		13.0	p	1959.0	1967.0				major folds ;
063D11	50.0	3 mce		SK	Porcupine Plain		13.0	p	1990.0	1993.0
063D11	50.0	2 mce		SK	Porcupine Plain		13.0	p	1976.0	1978.0				major fold ;
063D11	50.0	1 ase	Provisional  ;	SK	Porcupine Plain		13.0	p	1958.0	1967.0				major folds ;
063D12	50.0	3.0			Bjorkdale		13.0	p		1993.0
063D12	50.0	2 mce		SK	Bjorkdale		13.0	p	1976.0	1978.0				yellowing ;
063D12	50.0	1 ase		SK	Bjorkdale	e	13.0	p	1958.0	1964.0				yellowing and major tears top border ;
063D12	50.0	1 ase		SK	Bjorkdale	w	13.0	p	1958.0	1964.0				yellowing and major tears top border ;
063D13	50.0	3.0			Crooked River		13.0	p		1993.0
063D13	50.0	2 mce		SK	Crooked River		13.0	p	1976.0	1978.0				major fold ;
063D13	50.0	1.0		SK	Crooked River	e	13.0	p	1958.0	1964.0
063D13	50.0	1.0		SK	Crooked River	w	13.0	p	1958.0	1964.0				yellowing verso ;
063D14	50.0	3 mce		SK	Mistatim		13.0	p	1990.0	1993.0
063D14	50.0	2 mce		SK	Mistatim		13.0	p	1976.0	1979.0				yellowing recto left border and verso ;
063D14	50.0	1 ase	Provisional  ;	SK	Mistatim		13.0	p	1958.0	1967.0				major folds ;
063D15	50.0	3 mce		SK	Prairie River		13.0	p	1990.0	1993.0				deformation right and left edges ;
063D15	50.0	2 mce		SK	Prairie River		13.0	p	1976.0	1978.0				yellowing top edge ;
063D15	50.0	1 ase	Provisional  ;	SK	Prairie River		13.0	p	1959.0	1967.0				major folds, yellowing along centre fold ;
063D16	50.0	3 mce		SK	Hudson Bay		13.0	p	1990.0	1992.0				deformation right and left edges ;
063D16	50.0	2 mce		SK	Hudson Bay		13.0	p	1976.0	1978.0
063D16	50.0	1 ase	Provisional  ;	SK	Hudson Bay		13.0	p	1959.0	1967.0				major folds ;
063E01	50.0	2 mce		SK	Leaf Lake		13.0	p	1981.0	1984.0
063E01	50.0	1 mce		SK	Leaf Lake		13.0	p	1968.0	1974.0				major fold ;
063E02	50.0	2 mce		SK	Fir River		13.0	p	1981.0	1984.0
063E02	50.0	1 mce			Fir River		13.0	p	1968.0	1974.0				major fold ;
063E03	50.0	2 mce		SK	Connell Creek		13.0	p	1981.0	1984.0				deformation right edge ;
063E03	50.0	1.0			Connell Creek		13.0
063E04	50.0	3 mce		SK	Arborfield		13.0	p	1990.0	1993.0
063E04	50.0	2 mce		SK	Arborfield		13.0	p	1981.0	1984.0				deformation, tears, and yellowing left and right edges ;
063E04	50.0	1 mce		SK	Arborfield		13.0	p	1965.0	1969.0			c.1-2	c.1-2 major fold, yellowing ;
063E05	50.0	3.0			Carrot River		13.0	p		1993.0
063E05	50.0	2 mce		SK	Carrot River		13.0	p	1981.0	1984.0				major fold, deformation right border ;
063E05	50.0	1.0			Carrot River		13.0
063E06	50.0	2 mce		SK	Battle Heights		13.0	p	1981.0	1984.0
063E06	50.0	1 mce		SK	Battle Heights		13.0	p	1972.0	1974.0				major fold ;
063E07	50.0	2 mce		SK	Red Earth		13.0	p	1981.0	1984.0
063E07	50.0	1 mce		SK	Red Earth		13.0	p	1972.0	1974.0				major fold ;
063E08	50.0	2 mce		SK	Otosquen		13.0	p	1981.0	1984.0
063E08	50.0	1 mce		SK	Otosquen		13.0	p	1968.0	1974.0				major fold ;
063E09	50.0	2 mce		SK	Mountain Cabin		13.0	p	1985.0	1987.0				major fold ;
063E09	50.0	1 mce		SK	Mountain Cabin		13.0	p	1968.0	1974.0
063E10	50.0	2 mce		SK	Sipanok Channel		13.0	p	1985.0	1987.0				major fold ;
063E10	50.0	1 mce		SK	Sipanok Channel		13.0	p	1968.0	1975.0				major fold ;
063E11	50.0	2 mce		SK	Tobin Lake		13.0	p	1985.0	1987.0				major fold ;
063E11	50.0	1 mce		SK	Tobin Lake		13.0	p	1972.0	1974.0				major fold ;
063E12	50.0	2 mce		SK	Pemmican Point		13.0	p	1985.0	1987.0				major fold ;
063E12	50.0	1 mce		SK	Pemmican Point		13.0	p	1972.0	1974.0				major fold, top right corner clipped ;
063E13	50.0	2 mce		SK	Missipuskiow River		13.0	p	1985.0	1987.0				major fold ;
063E13	50.0	1 mce		SK	Missipuskiow River		13.0	p	1968.0	1974.0				major fold ;
063E14	50.0	2 mce		SK	New Channel		13.0	p	1985.0	1987.0				major fold ;
063E14	50.0	1 mce		SK	New Channel		13.0	p	1968.0	1974.0				major fold ;
063E15	50.0	2 mce		SK	Old Channel		13.0	p	1985.0	1987.0				major fold ;
063E15	50.0	1 mce		SK	Old Channel		13.0	p	1968.0	1974.0				major fold ;
063E16	50.0	2 mce		SK	Cumberland House		13.0	p	1985.0	1987.0			c.1-2	c.1-2 major fold ;
063E16	50.0	1 mce		SK	Cumberland House		13.0	p	1972.0	1974.0				major fold ;
063F01	50.0	3.0			East Mossy Portage		14.0	p		1989.0
063F01	50.0	2 mce	Provisional  ;	SK	Mossy Portage		14.0	p	1966.0	1969.0	edited to Mossy Portage from East Mossy Portage, per map in hand ;			major folds ;
063F01	50.0	1.0	Preliminary ;	MB	Mossy Portage	e	14.0	p	1947.0	1953.0	edited to Mossy Portage from East Mossy Portage, per map in hand ;			major lacuna top left corner, yellowing and tears to periphery ;
063F01	50.0	1.0	Preliminary ;	MB	Mossy Portage	w	14.0	p	1947.0	1953.0	edited to Mossy Portage from East Mossy Portage, per map in hand ;			yellowing and tears to periphery ;
063F02	50.0	3.0			Spruce Island		14.0	p		1988.0
063F02	50.0	2 mce	Provisional  ;	MB	Spruce Island		14.0	p	1954.0	1969.0				major deformation left side of sheet, major folds ;
063F02	50.0	1.0	Preliminary ;	MB	Spruce Island	e	14.0	p	1947.0	1953.0
063F02	50.0	1.0	Preliminary ;	MB	Spruce Island	w	14.0	p	1947.0	1953.0
063F03	50.0	1.0	Preliminary ;	MB	Dawson Bay	e	14.0	p	1950.0	1953.0	edited to Dawson Bay from Overflowing River, per map in hand ;
063F03	50.0	1.0	Preliminary ;	MB	Dawson Bay	w	14.0	p	1950.0	1953.0	edited to Dawson Bay from Overflowing River, per map in hand ;
063F03	50.0	3.0			Overflowing River		14.0	p		1980.0
063F03	50.0	2 mce	Provisional  ;	MB	Overflowing River		14.0	p	1962.0	1970.0				major deformation left side of sheet, major folds ;
063F04	50.0	3.0			Chemong Creek		14.0	p		1980.0
063F04	50.0	2 mce	Provisional  ;	SK/MB	Chemong Creek		14.0	p	1954.0	1968.0				major deformation left side of sheet, major folds ;
063F04	50.0	1.0	Preliminary ;	MB/SK	Chemong Creek	e	14.0	p	1950.0	1953.0
063F04	50.0	1.0	Preliminary ;	SK	Chemong Creek	w	14.0	p	1950.0	1953.0
063F05	50.0	2.0	 	 	Turnberry		14.0
063F05	50.0	1 mce	Provisional  ;	SK/MB	Turnberry		14.0	p	1962.0	1980.0				major deformation left side of sheet, major folds ;
063F06	50.0	2.0			[Untitled]		14.0	p		1980.0
063F06	50.0	1 mce	Provisional  ;	MB	[Untitled]		14.0	p	1962.0	1968.0				major deformation left side of sheet, major folds ;
063F07	50.0	1.0			Connolly Bay		14.0	p		1980.0
063F08	50.0	1.0			Kokookuhoo Island		14.0	p		1981.0
063F09	50.0	1.0			Lamb Lake		14.0	p		1981.0
063F10	50.0	1.0			Red Earth Lake		14.0	p		1980.0
063F11	50.0	2.0			Pasquia Lake		14.0	p		1980.0
063F11	50.0	1 ase		MB	Pasquia Lake	e	14.0	p	1954.0	1967.0
063F11	50.0	1 ase		MB	Pasquia Lake	w	14.0	p	1954.0	1967.0
063F12	50.0	2.0			Culdesac Lake		14.0	p		1980.0
063F12	50.0	1 ase		MB	Culdesac Lake	e	14.0	p	1954.0	1067.0
063F12	50.0	1 ase		MB	Culdesac Lake	w	14.0	p	1954.0	1067.0
063F13	50.0	2.0			Barrier Lake		14.0	p	 	1980.0
063F13	50.0	1 ase		MB	Barrier Lake	e	14.0	p	1953.0	1967.0
063F13	50.0	1 ase		MB	Barrier Lake	w	14.0	p	1953.0	1967.0
063F14	50.0	2.0			The Pas		14.0	p		1980.0
063F14	50.0	1 ase		MB	The Pas	e	14.0	p	1953.0	1967.0
063F14	50.0	1 ase		MB	The Pas	w	14.0	p	1953.0	1967.0
063F15	50.0	1.0			Landry Lake		14.0	p		1980.0
063F16	50.0	1.0			Crossing Bay		14.0	p		1980.0
063G02	50.0	1.0			Long Point		14.0	p		1968.0
063G03	50.0	2.0			Grand Rapids		14.0	p		1990.0
063G03	50.0	1 mce	Provisional  ;	MB	Grand Rapids		14.0	p	1966.0	1969.0				major deformation left side of sheet, major folds ;
063G04	50.0	2.0			Napanee Bay		14.0	p		1990.0
063G04	50.0	1 mce	Provisional  ;	MB	Napanee Bay		14.0	p	1966.0	1969.0				deformation left side of sheet, major folds ;
063G05	50.0	1 mce	Provisional  ;	MB	Norris Lake		14.0	p	1966.0	1969.0	edited to Norris Lake from Perch Lake, per map in hand ;			major deformation left side of sheet, major folds ;
063G05	50.0	2.0			Perch Lake		14.0	p		1990.0
063G06	50.0	2.0			Eating Point		14.0	p		1990.0
063G06	50.0	1 mce	Provisional  ;	MB	Selkirk Island		14.0	p	1966.0	1968.0	edited to Selkirk Island from Easting Point, per map in hand ;			deformation left side of sheet, major folds ;
063G09	50.0	2 mce	Overprint 1981 ;	MB	Warren Landing		14.0	m		1981.0		x63H12 + x63G09		major fold ;
063G10	50.0	1.0		 	Eagle Island		14.0	p		1980.0
063G10	50.0	1 mce	Provisional  ;	MB	Eagle Island		14.0	p	1962.0	1969.0				deformation top border, multiple folds ;
063G11	50.0	2.0			Howell Point		14.0	p		1990.0
063G11	50.0	1 mce	Provisional  ;	MB	Howell Point		14.0	p	1962.0	1969.0				major folds ;
063G12	50.0	2.0			Bracken Lake		14.0	p		1990.0
063G12	50.0	1 mce	Provisional  ;	MB	Bracken Lake		14.0	p	1965.0	1969.0				major folds ;
063G13	50.0	2.0			Davidson Lake		14.0	p		1990.0
063G13	50.0	1 mce	Provisional  ;	MB	Davidson Lake		14.0	p	1965.0	1968.0				major folds,
063G14	50.0	2.0			William Lake		14.0	p		1990.0
063G14	50.0	1 mce	Provisional  ;	MB	William Lake		14.0	p	1962.0	1969.0				major folds, band of yellowing verso ;
063G15	50.0	1.0		 	Limestone Bay		14.0	p		1980.0
063G15	50.0	1 mce	Provisional  ;	MB	Limestone Bay		14.0	p	1962.0	1969.0				major folds ;
063G16	50.0	2.0			McLeod Island		14.0	p		1980.0
063G16	50.0	1 mce	Provisional  ;	MB	Playgreen Lake		14.0	p	1962.0	1969.0	edited to Playgreen Lake from McLeod Island, per map in hand ;			deformation middle of sheet, major folds ;
063H01	50.0	2.0			Makatesibi Lake		14.0	m		1986.0
063H01	50.0	1 mce	Metric ;	MB	Makatesibi Lake		14.0	m		1983.0				major folds ;
063H02	50.0	2.0			Zayets Creek		14.0	m		1986.0
063H02	50.0	1 mce 	Metric ;	MB	Zayets Creek		14.0	m		1983.0				major folds ;
063H03	50.0	1 mce	Advance print ;	MB	[Untitled]		14.0	m	1956.0	1971.0	edited to untitled from Mukutawa River, per map in hand ;			major folds, band of yellowing top border ;
063H03	50.0	2 mce	Overprint 1980 ; 	MB	Mukutawa River		14.0	m		1980.0		x63H03 + x63H04		major folds ;
063H03	50.0	3.0			Mukutawa River		14.0	p		1987.0
063H04	50.0	1.0			Birdnest Point		14.0	m		1987.0
063H04	50.0	2 mce	Overprint 1980 ; 	MB	Mukutawa River		14.0	m		1980.0		x63H03 + x63H04		major folds ;
063H05	50.0	1.0			Bélanger Point		14.0	p		1980.0
063H05	50.0	1 mce	Provisional  ;	MB	Bélanger Point		14.0	p	1960.0	1971.0				deformation centre of sheet, major folds ;
063H06	50.0	2.0			Anderson Falls		14.0	m		1986.0
063H06	50.0	1 mce	Metric ;	MB	Anderson Falls		14.0	m		1983.0				major fold ;
063H07	50.0	2.0			Okeskimunisew Lake		14.0	m		1986.0
063H07	50.0	1 mce	Metric ;	MB	Okeskimunisew Lake		14.0	m		1983.0				major fold ;
063H08	50.0	2.0			Bennett Lake		14.0	m		1986.0
063H08	50.0	1 mce	Metric ;	MB	Bennett Lake		14.0	m		1983.0				major fold ;
063H09	50.0	2.0			Gunisao Lake		14.0	m		1990.0
063H09	50.0	1 mce	Metric ;	MB	Gunisao Lake		14.0	m		1983.0				major fold ;
063H10	50.0	2.0			Wechaki Lake		14.0	m		1986.0
063H10	50.0	1 mce	Metric ;	MB	Wechaki Lake		14.0	m		1983.0				major fold ;
063H11	50.0	2.0			Ininiwekun Rapids		14.0	m		1986.0
063H11	50.0	1 mce	Metric ;	MB	Ininiwekun Rapids		14.0	m		1983.0				major fold ;
063H12	50.0	2 mce	Overprint 1981 ;	MB	Warren Landing		14.0	m		1981.0		x63H12 + x63G09		major fold ;
063H12	50.0	4.0			Warren Landing		14.0	m		1992.0
063H12	50.0	3.0			Warren Landing		14.0
063H12	50.0	1 mce	Advance print ;	MB	Warren Landing		14.0	m	1955.0	1973.0				major fold ;
063H13	50.0	2.0			Norway House		14.0	p		1993.0
063H13	50.0	1 mce	Metric ;	MB	Norway House		14.0	m	1982.0	1983.0				major fold ;
063H14	50.0	2 mce	Metric ;	MB	Costes Lake		14.0	m		1986.0				major fold ;
063H14	50.0	1 mce	Metric ;	MB	Costes Lake		14.0	m		1983.0				major fold ;
063H15	50.0	2.0			Washahigan Lake		14.0	m		1986.0
063H15	50.0	1 mce	Metric ;	MB	Washahigan Lake		14.0	m		1983.0				major fold ;
063H16	50.0	2.0			Beach Lake		14.0	m		1986.0
063H16	50.0	1 mce	Metric ;	MB	Beach Lake		14.0	m	 	1983.0				major fold ;
063I01	50.0	1.0			Little Bolton Lake		14.0	m		1983.0
063I02	50.0	2.0			Molson River		14.0	m		1990.0
063I02	50.0	1 mce	Metric ;	MB	Molson River		14.0	m		1983.0				major fold ;
063I03	50.0	2.0			Paimusk Creek		14.0	m		1988.0
063I03	50.0	1 mce	Metric ;	MB	Paimusk Creek		14.0	m		1983.0				major fold ;
063I04	50.0	2.0			Pine Creek		14.0	m		1983.0
063I04	50.0	1 mce	Metric ;	MB	Pine Creek		14.0	m	1982.0	1983.0				major fold ;
063I05	50.0	2.0			Sugar Falls		14.0	p		1988.0
063I05	50.0	1 mce	Provisional  ;	MB	Sugar Falls		14.0	p	1962.0	1971.0				major folds ;
063I06	50.0	2.0			Butterfly Lake		14.0	m		1990.0
063I06	50.0	1 mce	Metric ;	MB	Butterfly Lake		14.0	m		1983.0				major fold ;
063I07	50.0	2.0			Joyal Lake		14.0	m		1990.0
063I07	50.0	1 mce	Metric ;	MB	Joyal Lake		14.0	m		1983.0				major fold, deformation top right corner ;
063I08	50.0	1.0			Robinson Lake		14.0	m		1983.0
063I09	50.0	1.0			Andronyk Lake		14.0	m		1983.0
063I10	50.0	1.0			Dewdney Lake		14.0	m		1983.0
063I11	50.0	1.0			Target Lake		14.0	m		1983.0
063I12	50.0	2.0			Cross Lake		14.0	m		1983.0
063I12	50.0	1.0	Preliminary ;	MB	Cross Lake	e	14.0	p	1946.0	1953.0				deformation top right corner, minor lacuna top left corner ;
063I12	50.0	1.0	Preliminary ;	MB	Cross Lake	w	14.0	p	1946.0	1953.0				deformation top right corner, minor lacuna top left corner ;
063I13	50.0	1.0			Hill Rapids		14.0	m		1983.0
063I14	50.0	1.0			White Rabbit Lake		14.0	m		1983.0
063I15	50.0	1.0			Bjornson Lake		14.0	m		1983.0
063I16	50.0	1.0			Dubinsky Lake		14.0	m		1983.0
063J01	50.0	2.0			Kiskittogisu Lake		14.0	p		1984.0
063J01	50.0	1 mce	Provisional  ;	MB	Kiskittogisu Lake		14.0	p	1962.0	1970.0				major fold, yellowing and deformation bottom border ;
063J02	50.0	2.0			Kiskitto Lake		14.0	p		1983.0
063J02	50.0	1 mce	Provisional  ;	MB	Kiskitto Lake		14.0	p	1962.0	1970.0				major fold ;
063J03	50.0	2.0			Gladish Lake		14.0	p		1988.0
063J03	50.0	1 mce		MB	Gladish Lake		14.0	p	1968.0	1974.0
063J04	50.0	2.0			Talbot Lake		14.0	p		1988.0
063J04	50.0	1 mce		MB	Talbot Lake		14.0	p	1968.0	1973.0				major fold ;
063J05	50.0	1.0			Hargrave Lake		14.0	p		1974.0
063J06	50.0	2.0			Hargrave River		14.0	p		1988.0
063J06	50.0	1 mce		MB	Hargrave River		14.0	p	1968.0	1974.0				major fold ;
063J07	50.0	3.0			Hill Lake		14.0	p		1983.0
063J07	50.0	1 mce	Provisional  ;	MB	Hill Lake		14.0	p	1967.0	1969.0				major folds ;
063J07	50.0	1.0	Preliminary ; 	MB	Hill Lake	e	14.0	p	1946.0	1954.0				yellowing and tear to periphery ;
063J07	50.0	1.0	Preliminary ;	MB	Hill Lake	w	14.0	p	1946.0	1954.0				yellowing and tear to periphery ;
063J08	50.0	3.0			Horsfall Island		14.0	p		1984.0
063J08	50.0	1.0	Preliminary ;	MB	Horsfall Island	e	14.0	p	1946.0	1954.0				tears bottom border ;
063J08	50.0	1.0	Preliminary ;	MB	Horsfall Island	w	14.0	p	1946.0	1954.0				tears and mending bottom border ;
063J08	50.0	2 mce	Provisional  ;	MB	Metchanais Rapids		14.0	p	1967.0	1970.0	edited to Metchanais Rapids from Horsfall Island, per map in hand ;			major fold ;
063J09	50.0	5.0			Drunken Lake		14.0	p		1992.0
063J09	50.0	4 mce	Interim  corrections 1986 ;	MB	Drunken Lake		14.0	p	 	1986.0				deformation left edge ;
063J09	50.0	3 mce		MB	Drunken Lake		14.0	p	1979.0	1984.0
063J09	50.0	2 mce	Provisional  ;	MB	Drunken Lake		14.0	p	1965.0	1970.0				band of yellowing major fold ;
063J09	50.0	1.0	Preliminary ;	MB	Drunken Lake	e	14.0	p	1946.0	1953.0				yellowing and deformation top border ;
063J09	50.0	1.0	Preliminary ;	MB	Drunken Lake	w	14.0	p	1946.0	1953.0				yellowing and deformation top border ;
063J10	50.0	4.0			Muhigan Lake		14.0	p		1988.0
063J10	50.0	3 mce		MB	Muhigan Lake		14.0	p	1981.0	1984.0				major fold, deformation right edge ;
063J10	50.0	2 mce	Provisional  ;		Muhigan Lake		14.0	p	1965.0	1970.0				major fold ;
063J10	50.0	1.0	Preliminary ;	MB	Muhigan Lake	e	14.0	p	1946.0	1954.0
063J10	50.0	1.0	Preliminary ;	MB	Muhigan Lake	w	14.0	p	1946.0	1954.0
063J11	50.0	1.0			Tyrrell		14.0	p		1974.0
063J12	50.0	3.0			Buzz Lake		14.0	p		1988.0
063J12	50.0	2 mce		MB	Buzz Lake		14.0	p	1968.0	1974.0				major fold ;
063J12	50.0	1.0			Buzz Lake		14.0
063J12	63.0	 		MB	Buzz Lake		14.0	p		1947.0	minimal polychrome detail ;		c.1-2	c.1-2 hole punched left border, c.1 tears to periphery ;
063J13	50.0	3.0			Herb Lake		14.0	p		1995.0
063J13	50.0	2 mce	Provisional  ;	MB	Herb Lake		14.0	p	1966.0	1971.0				major folds, tear bottom border ;
063J13	50.0	1.0			Herb Lake		14.0
063J13	63.0	 		MB	Herb Lake		14.0			1947.0	minimal polychrome detail ;			hole punched left border, minor tears bottom border ;
063J14	50.0	2.0			Saw Lake		14.0	p		1988.0
063J14	50.0	1 mce		MB	Saw Lake		14.0	p	1968.0	1973.0				major fold, yellowing and minor tears bottom border ;
063J15	50.0	4.0			Pakwa Lake		14.0	p		1992.0
063J15	50.0	3 mce		MB	Pakwa Lake		14.0	p	1981.0	1984.0				yellowing, deformation to left and right edges ;
063J15	50.0	2 mce	Provisional  ;	MB	Pakwa Lake		14.0	p	1965.0	1971.0				yellowing, major fold ;
063J15	50.0	1.0			Pakwa Lake		14.0
063J16	50.0	4.0			Duck Lake		14.0	p		1988.0
063J16	50.0	3 mce		MB	Duck Lake		14.0	p	1979.0	1984.0				major folds ;
063J16	50.0	2 mce	Provisional  ;	MB	Duck Lake		14.0	p	1968.0	1972.0				major fold ;
063J16	50.0	1.0			Duck Lake		14.0
063J16	63.0	1.0	Preliminary ;	MB	Duck Lake		14.0	p	1946.0	1952.0				mending to periphery, major lacuna top right corner exterior to map surface ;
063K01	50.0	2.0			Burntwood Bay		14.0	p		1988.0
063K01	50.0	1 mce		MB	Burntwood Bay		14.0	p	1976.0	1980.0
063K02	50.0	2.0			Cormorant		14.0	p		1988.0
063K02	50.0	1 mce		MB	Cormorant		14.0	p	1979.0	1980.0
063K03	50.0	3.0			Root Lake		14.0	p		1988.0
063K03	50.0	2 mce	Metric ;	MB	Root Lake		14.0	p	1979.0	1980.0
063K03	50.0	1.0	Preliminary ;	MB	Root Lake	e	14.0	p	1947.0	1953.0				deformation top border ;
063K03	50.0	1.0	Preliminary ;	MB	Root Lake	w	14.0	p	1947.0	1953.0
063K04	50.0	3.0			Namew Lake		14.0	p		1988.0
063K04	50.0	2 mce		MB/SK	Namew Lake		14.0	p	1979.0	1980.0
063K04	50.0	1.0	Preliminary ;	MB	Namew Lake	e	14.0	p	1950.0	1953.0
